player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
Dave Reasor,1968,7,7,85,Draft,1610612744,San Francisco,Warriors,SFW,West Virginia,College/University,0
Bob Waldal,1968,7,8,86,Draft,1610612752,New York,Knicks,NYK,Dickinson State,College/University,0
Dennis Hrcka,1968,7,9,87,Draft,1610612747,Los Angeles,Lakers,LAL,Hillsdale,College/University,0
Mike Lewis,1968,7,10,88,Draft,1610612738,Boston,Celtics,BOS,Duke,College/University,0
Oscar Smith,1968,7,11,89,Draft,1610612737,Atlanta,Hawks,ATL,Elizabeth City State,College/University,0
Bill Jones,1968,7,12,90,Draft,1610612755,Philadelphia,76ers,PHL,Fairfield,College/University,0
Tom Kondla,1968,7,13,91,Draft,1610612749,Milwaukee,Bucks,MIL,Minnesota,College/University,0
Charles Parkes,1968,7,14,92,Draft,1610612756,Phoenix,Suns,PHX,Idaho State,College/University,0
Aaron Sellers,1968,8,1,93,Draft,1610612745,San Diego,Rockets,SDR,Jackson State,College/University,0
Willie Rogers,1968,8,2,94,Draft,1610612760,Seattle,SuperSonics,SEA,Oklahoma,College/University,0
Lloyd Higgins,1968,8,3,95,Draft,1610612741,Chicago,Bulls,CHI,Point Loma Nazarene,College/University,0
Barry Orms,1968,8,4,96,Draft,1610612764,Baltimore,Bullets,BLT,Saint Louis,College/University,1
Dave Williams,1968,8,5,97,Draft,1610612758,Cincinnati,Royals,CIN,Mississippi State,College/University,0
Harry Laurie,1968,8,6,98,Draft,1610612765,Detroit,Pistons,DET,St. Peter's,College/University,0
Walt Platkowski,1968,8,7,99,Draft,1610612744,San Francisco,Warriors,SFW,Bowling Green,College/University,0
Bobby Hooper,1968,8,8,100,Draft,1610612752,New York,Knicks,NYK,Dayton,College/University,0
John Smith,1968,8,9,101,Draft,1610612747,Los Angeles,Lakers,LAL,Colorado State-Pueblo,College/University,0
Julius Keye,1968,8,10,102,Draft,1610612738,Boston,Celtics,BOS,Alcorn State,College/University,0
Marin Baietti,1968,8,11,103,Draft,1610612737,Atlanta,Hawks,ATL,Manhattan,College/University,0
Melvin Jones,1968,8,12,104,Draft,1610612755,Philadelphia,76ers,PHL,Albany State (GA),College/University,0
Brian Clare,1968,8,13,105,Draft,1610612756,Phoenix,Suns,PHX,Denver,College/University,0
Elbert Miller,1968,8,14,106,Draft,1610612749,Milwaukee,Bucks,MIL,Nevada-Las Vegas,College/University,0
John Schetzsle,1968,9,1,107,Draft,1610612745,San Diego,Rockets,SDR,Ashland,College/University,0
Jimmy Smith,1968,9,2,108,Draft,1610612760,Seattle,SuperSonics,SEA,Utah State,College/University,0
Corky Bell,1968,9,3,109,Draft,1610612741,Chicago,Bulls,CHI,Loyola-Chicago,College/University,0
Wayne Chapman,1968,9,4,110,Draft,1610612764,Baltimore,Bullets,BLT,Western Kentucky,College/University,0
Butch Joyner,1968,9,5,111,Draft,1610612758,Cincinnati,Royals,CIN,Indiana,College/University,0
Vaughn Harper,1968,9,6,112,Draft,1610612765,Detroit,Pistons,DET,Syracuse,College/University,0
Art Wilmore,1968,9,7,113,Draft,1610612744,San Francisco,Warriors,SFW,San Francisco,College/University,0
Roger Bohnenstiel,1968,9,8,114,Draft,1610612752,New York,Knicks,NYK,Kansas,College/University,0
George Stone,1968,9,9,115,Draft,1610612747,Los Angeles,Lakers,LAL,Marshall,College/University,0
Bill Butler,1968,9,10,116,Draft,1610612738,Boston,Celtics,BOS,St. Bonaventure,College/University,0
Mack Daughty,1968,9,11,117,Draft,1610612737,Atlanta,Hawks,ATL,Albany State (GA),College/University,0
Clarence Brookins,1968,9,12,118,Draft,1610612755,Philadelphia,76ers,PHL,Temple,College/University,0
Cliff Berger,1968,9,13,119,Draft,1610612749,Milwaukee,Bucks,MIL,Kentucky,College/University,0
Mervin Jackson,1968,9,14,120,Draft,1610612756,Phoenix,Suns,PHX,Utah,College/University,0
Mike Butler,1968,10,1,121,Draft,1610612745,San Diego,Rockets,SDR,Memphis,College/University,0
Joe Kennedy,1968,10,2,122,Draft,1610612760,Seattle,SuperSonics,SEA,Duke,College/University,1
Mike Weaver,1968,10,3,123,Draft,1610612741,Chicago,Bulls,CHI,Northwestern,College/University,0
Steve Adelman,1968,10,4,124,Draft,1610612764,Baltimore,Bullets,BLT,Boston College,College/University,0
Robert Wyendanet,1968,10,5,125,Draft,1610612758,Cincinnati,Royals,CIN,Vanderbilt,College/University,0
Tom Baack,1968,10,6,126,Draft,1610612765,Detroit,Pistons,DET,Nebraska,College/University,0
Bob Heaney,1968,10,7,127,Draft,1610612744,San Francisco,Warriors,SFW,Santa Clara,College/University,0
Sylvester Adams,1968,10,8,128,Draft,1610612752,New York,Knicks,NYK,North Carolina A&T,College/University,0
Charles Alford,1968,10,9,129,Draft,1610612747,Los Angeles,Lakers,LAL,East Carolina,College/University,0
Ivan Leschinsky,1968,10,10,130,Draft,1610612738,Boston,Celtics,BOS,Long Island-Brooklyn,College/University,0
Dwight Waller,1968,10,11,131,Draft,1610612737,Atlanta,Hawks,ATL,Tennessee State,College/University,1
Greg Cisson,1968,10,12,132,Draft,1610612755,Philadelphia,76ers,PHL,Rider,College/University,0
Lee Davis,1968,10,13,133,Draft,1610612756,Phoenix,Suns,PHX,North Carolina Central,College/University,0
Eugene Jones,1968,10,14,134,Draft,1610612749,Milwaukee,Bucks,MIL,Missouri,College/University,0
Leonardo Epps,1968,11,1,135,Draft,1610612745,San Diego,Rockets,SDR,Clark Atlanta,College/University,0
Jim Marsh,1968,11,2,136,Draft,1610612760,Seattle,SuperSonics,SEA,Southern California,College/University,1
Jim McGonigle,1968,11,3,137,Draft,1610612741,Chicago,Bulls,CHI,Iowa State,College/University,0
Al Dixon,1968,11,4,138,Draft,1610612764,Baltimore,Bullets,BLT,Bowling Green,College/University,0
James Robinson,1968,11,5,139,Draft,1610612758,Cincinnati,Royals,CIN,Rochester Tech,College/University,0
Jerry Chandler,1968,11,6,140,Draft,1610612744,San Francisco,Warriors,SFW,Nevada-Las Vegas,College/University,0
Bob Redd,1968,11,7,141,Draft,1610612752,New York,Knicks,NYK,Marshall,College/University,0
Harry Singletary,1968,11,8,142,Draft,1610612747,Los Angeles,Lakers,LAL,Presbyterian,College/University,0
Tom Neimeir,1968,11,9,143,Draft,1610612738,Boston,Celtics,BOS,Evansville,College/University,0
Henry Watkins,1968,11,10,144,Draft,1610612737,Atlanta,Hawks,ATL,Tennessee State,College/University,0
Bill Soens,1968,11,11,145,Draft,1610612755,Philadelphia,76ers,PHL,Miami (FL),College/University,0
Brad Luchini,1968,11,12,146,Draft,1610612749,Milwaukee,Bucks,MIL,Marquette,College/University,0
Ron Boone,1968,11,13,147,Draft,1610612756,Phoenix,Suns,PHX,Idaho State,College/University,1
Roy Manning,1968,12,1,148,Draft,1610612745,San Diego,Rockets,SDR,Lane,College/University,0
Walt Simon,1968,12,2,149,Draft,1610612760,Seattle,SuperSonics,SEA,Utah,College/University,0
John Lallensack,1968,12,3,150,Draft,1610612741,Chicago,Bulls,CHI,Wisconsin-Oshkosh,College/University,0
Willie Cager,1968,12,4,151,Draft,1610612764,Baltimore,Bullets,BLT,Texas-El Paso,College/University,0
Glynn Saulters,1968,12,5,152,Draft,1610612758,Cincinnati,Royals,CIN,Louisiana-Monroe,College/University,0
Bob Wolfe,1968,12,6,153,Draft,1610612744,San Francisco,Warriors,SFW,California,College/University,0
Pat Moriarty,1968,12,7,154,Draft,1610612752,New York,Knicks,NYK,Guilford,College/University,0
Reggie Lacefield,1968,12,8,155,Draft,1610612747,Los Angeles,Lakers,LAL,Western Michigan,College/University,0
Bill Langheld,1968,12,9,156,Draft,1610612738,Boston,Celtics,BOS,Fordham,College/University,0
Bill Harris,1968,12,10,157,Draft,1610612737,Atlanta,Hawks,ATL,Texas-El Paso,College/University,0
Ted Campbell,1968,12,11,158,Draft,1610612755,Philadelphia,76ers,PHL,North Carolina A&T,College/University,0
Dave Miller,1968,12,12,159,Draft,1610612749,Milwaukee,Bucks,MIL,Florida,College/University,0
Bill Davis,1968,12,13,160,Draft,1610612756,Phoenix,Suns,PHX,Arizona,College/University,0
Marshall Evans,1968,13,1,161,Draft,1610612745,San Diego,Rockets,SDR,Lincoln (MO),College/University,0
Carlos Ogden,1968,13,2,162,Draft,1610612760,Seattle,SuperSonics,SEA,Santa Clara,College/University,1
Herm Gilliam,1968,13,3,163,Draft,1610612741,Chicago,Bulls,CHI,Purdue,College/University,1
Rudy Bogad,1968,13,4,164,Draft,1610612764,Baltimore,Bullets,BLT,St. John's (NY),College/University,0
Bill Tindall,1968,13,5,165,Draft,1610612758,Cincinnati,Royals,CIN,Massachusetts,College/University,0
Ken Morehead,1968,13,6,166,Draft,1610612752,New York,Knicks,NYK,Hiram Scott,College/University,0
Harvey Mumford,1968,13,7,167,Draft,1610612747,Los Angeles,Lakers,LAL,Montana State,College/University,0
Art Stephenson,1968,13,8,168,Draft,1610612738,Boston,Celtics,BOS,Rhode Island,College/University,0
Frank Standard,1968,13,9,169,Draft,1610612737,Atlanta,Hawks,ATL,South Carolina,College/University,0
Earl Seyfert,1968,13,10,170,Draft,1610612755,Philadelphia,76ers,PHL,Kansas State,College/University,0
Pat Hobard,1968,13,11,171,Draft,1610612756,Phoenix,Suns,PHX,California (PA),College/University,0
Bobby Lewis,1968,14,1,172,Draft,1610612745,San Diego,Rockets,SDR,North Carolina State,College/University,0
Mike Warren,1968,14,2,173,Draft,1610612760,Seattle,SuperSonics,SEA,California-Los Angeles,College/University,0
Dave Carr,1968,14,3,174,Draft,1610612741,Chicago,Bulls,CHI,Washington,College/University,0
Ernest Sims,1968,14,4,175,Draft,1610612764,Baltimore,Bullets,BLT,East Tennessee State,College/University,0
Charles Core,1968,14,5,176,Draft,1610612758,Cincinnati,Royals,CIN,Southeastern Louisiana,College/University,0
John Harlow,1968,14,6,177,Draft,1610612752,New York,Knicks,NYK,Princeton,College/University,0
John Godfrey,1968,14,7,178,Draft,1610612747,Los Angeles,Lakers,LAL,Abilene Christian,College/University,0
Keith Hockstein,1968,14,8,179,Draft,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,0
George Hicker,1968,14,9,180,Draft,1610612737,Atlanta,Hawks,ATL,Syracuse,College/University,0
Tom Youngdale,1968,14,10,181,Draft,1610612755,Philadelphia,76ers,PHL,Davidson,College/University,0
Bill Gaines,1968,15,1,182,Draft,1610612745,San Diego,Rockets,SDR,Texas A&M-Commerce,College/University,0
Mickey McCarthy,1968,15,2,183,Draft,1610612741,Chicago,Bulls,CHI,Texas Christian,College/University,0
Joe Allen,1968,15,3,184,Draft,1610612764,Baltimore,Bullets,BLT,Bradley,College/University,0
Mike Drepling,1968,15,4,185,Draft,1610612758,Cincinnati,Royals,CIN,Westminster (PA),College/University,0
Ed Fellers,1968,15,5,186,Draft,1610612752,New York,Knicks,NYK,Guilford,College/University,0
Johnny Baum,1968,15,6,187,Draft,1610612747,Los Angeles,Lakers,LAL,Temple,College/University,1
Bernie Foster,1968,15,7,188,Draft,1610612737,Atlanta,Hawks,ATL,Point Loma Nazarene,College/University,0
George Mack,1968,15,8,189,Draft,1610612755,Philadelphia,76ers,PHL,North Carolina A&T,College/University,0
Chuck Caldwell,1968,16,1,190,Draft,1610612745,San Diego,Rockets,SDR,Missouri-St. Louis,College/University,0
Fred Holden,1968,16,2,191,Draft,1610612741,Chicago,Bulls,CHI,Louisville,College/University,0
Dennis Blace,1968,16,3,192,Draft,1610612764,Baltimore,Bullets,BLT,San Francisco,College/University,0
Dick Harris,1968,16,4,193,Draft,1610612758,Cincinnati,Royals,CIN,,,0
Bob Ferguson,1968,16,5,194,Draft,1610612752,New York,Knicks,NYK,Tennessee Wesleyan,College/University,0
Mike Eberle,1968,16,6,195,Draft,1610612747,Los Angeles,Lakers,LAL,Wyoming,College/University,0
Terry Allerton,1968,16,7,196,Draft,1610612737,Atlanta,Hawks,ATL,Baldwin Wallace,College/University,0
Joe Crews,1968,16,8,197,Draft,1610612755,Philadelphia,76ers,PHL,Villanova,College/University,0
Dave Miller,1968,17,1,198,Draft,1610612745,San Diego,Rockets,SDR,South Dakota State,College/University,0
Tom Benedict,1968,17,2,199,Draft,1610612741,Chicago,Bulls,CHI,Central Washington,College/University,0
Greg Morris,1968,17,3,200,Draft,1610612764,Baltimore,Bullets,BLT,Cornell,College/University,0
John Howard,1968,17,4,201,Draft,1610612758,Cincinnati,Royals,CIN,Cincinnati,College/University,0
Milt Williams,1968,17,5,202,Draft,1610612752,New York,Knicks,NYK,Lincoln (MO),College/University,1
Nate Ware,1968,17,6,203,Draft,1610612755,Philadelphia,76ers,PHL,Tennessee State,College/University,0
Harold Grant,1968,18,1,204,Draft,1610612745,San Diego,Rockets,SDR,Pepperdine,College/University,0
Bob Zoretich,1968,18,2,205,Draft,1610612741,Chicago,Bulls,CHI,DePaul,College/University,0
Art Kenny,1968,18,3,206,Draft,1610612764,Baltimore,Bullets,BLT,Fairfield,College/University,0
Larry Humes,1968,18,4,207,Draft,1610612758,Cincinnati,Royals,CIN,Evansville,College/University,0
Bill Corley,1968,19,1,208,Draft,1610612745,San Diego,Rockets,SDR,Connecticut,College/University,0
Rich Mason,1968,19,2,209,Draft,1610612741,Chicago,Bulls,CHI,Indiana State,College/University,0
Jim LaCour,1968,19,3,210,Draft,1610612764,Baltimore,Bullets,BLT,Seattle,College/University,0
Jay Reffords,1968,19,4,211,Draft,1610612758,Cincinnati,Royals,CIN,,,0
Rich Rirkendal,1968,20,1,212,Draft,1610612741,Chicago,Bulls,CHI,Norfolk State,College/University,0
Ron Woodruff,1968,20,2,213,Draft,1610612764,Baltimore,Bullets,BLT,Midwestern State,College/University,0
Willie Horton,1968,21,1,214,Draft,1610612741,Chicago,Bulls,CHI,Delaware,College/University,0
Kareem Abdul-Jabbar,1969,1,1,1,Draft,1610612749,Milwaukee,Bucks,MIL,California-Los Angeles,College/University,1
Neal Walk,1969,1,2,2,Draft,1610612756,Phoenix,Suns,PHX,Florida,College/University,1
Lucius Allen,1969,1,3,3,Draft,1610612760,Seattle,SuperSonics,SEA,California-Los Angeles,College/University,1
Terry Driscoll,1969,1,4,4,Draft,1610612765,Detroit,Pistons,DET,Boston College,College/University,1
Larry Cannon,1969,1,5,5,Draft,1610612741,Chicago,Bulls,CHI,La Salle,College/University,1
Bingo Smith,1969,1,6,6,Draft,1610612745,San Diego,Rockets,SDR,Tulsa,College/University,1
Bob Portman,1969,1,7,7,Draft,1610612744,San Francisco,Warriors,SFW,Creighton,College/University,1
Herm Gilliam,1969,1,8,8,Draft,1610612758,Cincinnati,Royals,CIN,Purdue,College/University,1
Jojo White,1969,1,9,9,Draft,1610612738,Boston,Celtics,BOS,Kansas,College/University,1
Butch Beard,1969,1,10,10,Draft,1610612737,Atlanta,Hawks,ATL,Louisville,College/University,1
Johnny Warren,1969,1,11,11,Draft,1610612752,New York,Knicks,NYK,St. John's (NY),College/University,1
Willie McCarter,1969,1,12,12,Draft,1610612747,Los Angeles,Lakers,LAL,Drake,College/University,1
Carlos Ogden,1969,1,13,13,Draft,1610612755,Philadelphia,76ers,PHL,Santa Clara,College/University,1
Mike Davis,1969,1,14,14,Draft,1610612764,Baltimore,Bullets,BLT,Virginia Union,College/University,1
Rick Roberson,1969,1,15,15,Draft,1610612747,Los Angeles,Lakers,LAL,Cincinnati,College/University,1
Simmie Hill,1969,2,1,16,Draft,1610612741,Chicago,Bulls,CHI,West Texas A&M,College/University,0
Bob Greacen,1969,2,2,17,Draft,1610612749,Milwaukee,Bucks,MIL,Rutgers,College/University,1
Ronald Taylor,1969,2,3,18,Draft,1610612760,Seattle,SuperSonics,SEA,Southern California,College/University,0
Willie Norwood,1969,2,4,19,Draft,1610612765,Detroit,Pistons,DET,Alcorn State,College/University,1
Ken Spain,1969,2,5,20,Draft,1610612741,Chicago,Bulls,CHI,Houston,College/University,0
Bernie Williams,1969,2,6,21,Draft,1610612745,San Diego,Rockets,SDR,La Salle,College/University,1
Ed Siudet,1969,2,7,22,Draft,1610612744,San Francisco,Warriors,SFW,Holy Cross,College/University,0
Johnny Baum,1969,2,8,23,Draft,1610612741,Chicago,Bulls,CHI,Temple,College/University,1
Gene Williams,1969,2,9,24,Draft,1610612756,Phoenix,Suns,PHX,Kansas State,College/University,0
Wally Anderzunas,1969,2,10,25,Draft,1610612737,Atlanta,Hawks,ATL,Creighton,College/University,1
Bill Bunting,1969,2,11,26,Draft,1610612752,New York,Knicks,NYK,North Carolina,College/University,0
Eldo Garrett,1969,2,12,27,Draft,1610612747,Los Angeles,Lakers,LAL,Southern Illinois,College/University,1
Willie Taylor,1969,2,13,28,Draft,1610612755,Philadelphia,76ers,PHL,Le Moyne,College/University,0
Willie Scott,1969,2,14,29,Draft,1610612764,Baltimore,Bullets,BLT,Alabama State,College/University,0
Floyd Kerr,1969,3,1,30,Draft,1610612756,Phoenix,Suns,PHX,Colorado State,College/University,0
Skeeter Swift,1969,3,2,31,Draft,1610612749,Milwaukee,Bucks,MIL,East Tennessee State,College/University,0
Lee Winfield,1969,3,3,32,Draft,1610612760,Seattle,SuperSonics,SEA,North Texas,College/University,1
Lamar Green,1969,3,4,33,Draft,1610612756,Phoenix,Suns,PHX,Morehead State,College/University,1
Norm Van Lier,1969,3,5,34,Draft,1610612741,Chicago,Bulls,CHI,Saint Francis (PA),College/University,1
Charles Bonaparte,1969,3,6,35,Draft,1610612745,San Diego,Rockets,SDR,Norfolk State,College/University,0
Tom Hagan,1969,3,7,36,Draft,1610612744,San Francisco,Warriors,SFW,Vanderbilt,College/University,0
Luke Rackley,1969,3,8,37,Draft,1610612758,Cincinnati,Royals,CIN,Xavier,College/University,1
Julius Keye,1969,3,9,38,Draft,1610612738,Boston,Celtics,BOS,Alcorn State,College/University,0
Lloyd Kerr,1969,3,10,39,Draft,1610612756,Phoenix,Suns,PHX,Colorado State,College/University,0
Eddie Mast,1969,3,11,40,Draft,1610612752,New York,Knicks,NYK,Temple,College/University,1
Luther Green,1969,3,12,41,Draft,1610612758,Cincinnati,Royals,CIN,Long Island-Brooklyn,College/University,1
Mike Grosso,1969,3,13,42,Draft,1610612755,Philadelphia,76ers,PHL,Louisville,College/University,0
Fred Carter,1969,3,14,43,Draft,1610612764,Baltimore,Bullets,BLT,Mount St. Mary's,College/University,1
Dennis Stewart,1969,4,1,44,Draft,1610612756,Phoenix,Suns,PHX,Michigan,College/University,1
Bob Dandridge,1969,4,2,45,Draft,1610612749,Milwaukee,Bucks,MIL,Norfolk State,College/University,1
Hal Booker,1969,4,3,46,Draft,1610612760,Seattle,SuperSonics,SEA,Cheyney,College/University,0
Ted Wierman,1969,4,4,47,Draft,1610612765,Detroit,Pistons,DET,Washington State,College/University,0
Dave Nash,1969,4,5,48,Draft,1610612741,Chicago,Bulls,CHI,Kansas,College/University,0
Johnny Allen,1969,4,6,49,Draft,1610612745,San Diego,Rockets,SDR,Bethune-Cookman,College/University,0
Lee Lafayette,1969,4,7,50,Draft,1610612744,San Francisco,Warriors,SFW,Michigan State,College/University,0
Ron Sanford,1969,4,8,51,Draft,1610612758,Cincinnati,Royals,CIN,New Mexico,College/University,0
Steve Kuberski,1969,4,9,52,Draft,1610612738,Boston,Celtics,BOS,Bradley,College/University,1
Billy Hann,1969,4,10,53,Draft,1610612737,Atlanta,Hawks,ATL,Tennessee,College/University,0
Elnardo Webster,1969,4,11,54,Draft,1610612752,New York,Knicks,NYK,St. Peter's,College/University,0
Don Griffin,1969,4,12,55,Draft,1610612737,Atlanta,Hawks,ATL,Stanford,College/University,0
Dave Scholz,1969,4,13,56,Draft,1610612755,Philadelphia,76ers,PHL,Illinois,College/University,1
Gene Ford,1969,4,14,57,Draft,1610612764,Baltimore,Bullets,BLT,Western Michigan,College/University,0
Rich Jones,1969,5,1,58,Draft,1610612756,Phoenix,Suns,PHX,Memphis,College/University,1
Ken Heitz,1969,5,2,59,Draft,1610612749,Milwaukee,Bucks,MIL,California-Los Angeles,College/University,0
Jerry King,1969,5,3,60,Draft,1610612760,Seattle,SuperSonics,SEA,Louisville,College/University,0
Steve Mix,1969,5,4,61,Draft,1610612765,Detroit,Pistons,DET,Toledo,College/University,1
Chris Ellis,1969,5,5,62,Draft,1610612741,Chicago,Bulls,CHI,Virginia Tech,College/University,0
Charles Hentz,1969,5,6,63,Draft,1610612745,San Diego,Rockets,SDR,Arkansas-Pine Bluff,College/University,0
Willie Wise,1969,5,7,64,Draft,1610612744,San Francisco,Warriors,SFW,Drake,College/University,1
Jake Ford,1969,5,8,65,Draft,1610612758,Cincinnati,Royals,CIN,Maryland,College/University,1
George Thompson,1969,5,9,66,Draft,1610612738,Boston,Celtics,BOS,Marquette,College/University,1
Mike Mitchell,1969,5,10,67,Draft,1610612737,Atlanta,Hawks,ATL,West Texas A&M,College/University,0
Gene Littles,1969,5,11,68,Draft,1610612752,New York,Knicks,NYK,High Point,College/University,0
Wil Jones,1969,5,12,69,Draft,1610612747,Los Angeles,Lakers,LAL,Albany State (GA),College/University,1
Joe Cromer,1969,5,13,70,Draft,1610612755,Philadelphia,76ers,PHL,Temple,College/University,0
Willie Jackson,1969,5,14,71,Draft,1610612764,Baltimore,Bullets,BLT,Morehead State,College/University,0
Dan Sadlier,1969,6,1,72,Draft,1610612756,Phoenix,Suns,PHX,Dayton,College/University,0
John Arthurs,1969,6,2,73,Draft,1610612749,Milwaukee,Bucks,MIL,Tulane,College/University,1
Ben McGilmer,1969,6,3,74,Draft,1610612760,Seattle,SuperSonics,SEA,Iowa,College/University,0
Larry Jeffries,1969,6,4,75,Draft,1610612765,Detroit,Pistons,DET,Trinity (TX),College/University,0
George Tinsley,1969,6,5,76,Draft,1610612741,Chicago,Bulls,CHI,Kentucky Wesleyan,College/University,0
Bob Tallent,1969,6,6,77,Draft,1610612745,San Diego,Rockets,SDR,George Washington,College/University,0
Dan Obravak,1969,6,7,78,Draft,1610612744,San Francisco,Warriors,SFW,Dayton,College/University,0
Mel Coleman,1969,6,8,79,Draft,1610612758,Cincinnati,Royals,CIN,Wisconsin-Stout,College/University,0
Dolph Pulliam,1969,6,9,80,Draft,1610612738,Boston,Celtics,BOS,Drake,College/University,0
Guy Mackner,1969,6,10,81,Draft,1610612737,Atlanta,Hawks,ATL,South Dakota,College/University,0
Dwight Durante,1969,6,11,82,Draft,1610612752,New York,Knicks,NYK,Catawba,College/University,0
Dick Grubar,1969,6,12,83,Draft,1610612747,Los Angeles,Lakers,LAL,North Carolina,College/University,0
John Jones,1969,6,13,84,Draft,1610612755,Philadelphia,76ers,PHL,Villanova,College/University,0
Paul Loveday,1969,6,14,85,Draft,1610612764,Baltimore,Bullets,BLT,California,College/University,0
Bill Sweet,1969,7,1,86,Draft,1610612756,Phoenix,Suns,PHX,California-Los Angeles,College/University,0
Bill Keller,1969,7,2,87,Draft,1610612749,Milwaukee,Bucks,MIL,Purdue,College/University,0
Greg Wittman,1969,7,3,88,Draft,1610612760,Seattle,SuperSonics,SEA,Western Carolina,College/University,0
Steve Vandenberg,1969,7,4,89,Draft,1610612765,Detroit,Pistons,DET,Duke,College/University,0
Frank Judge,1969,7,5,90,Draft,1610612741,Chicago,Bulls,CHI,Huston-Tillotson,College/University,0
Lynn Shackelford,1969,7,6,91,Draft,1610612745,San Diego,Rockets,SDR,California-Los Angeles,College/University,0
Pat Foley,1969,7,7,92,Draft,1610612744,San Francisco,Warriors,SFW,Pacific,College/University,0
L.C. Bowen,1969,7,8,93,Draft,1610612758,Cincinnati,Royals,CIN,Bradley,College/University,0
Jim Johnson,1969,7,9,94,Draft,1610612738,Boston,Celtics,BOS,Wisconsin,College/University,0
Bob Bundy,1969,7,10,95,Draft,1610612737,Atlanta,Hawks,ATL,Vanderbilt,College/University,0
Chris Thomforde,1969,7,11,96,Draft,1610612752,New York,Knicks,NYK,Princeton,College/University,0
Kari Liimbo,1969,7,12,97,Draft,1610612747,Los Angeles,Lakers,LAL,Brigham Young,College/University,0
Dave Hamilton,1969,7,13,98,Draft,1610612755,Philadelphia,76ers,PHL,West Virginia State,College/University,0
Jeff Claypool,1969,7,14,99,Draft,1610612764,Baltimore,Bullets,BLT,Grove City,College/University,0
Bob Edwards,1969,8,1,100,Draft,1610612756,Phoenix,Suns,PHX,Arizona State,College/University,0
John Schell,1969,8,2,101,Draft,1610612749,Milwaukee,Bucks,MIL,Wisconsin,College/University,0
Theartis Wallace,1969,8,3,102,Draft,1610612760,Seattle,SuperSonics,SEA,Central Washington,College/University,0
Bob Arnzen,1969,8,4,103,Draft,1610612765,Detroit,Pistons,DET,Notre Dame,College/University,1
Roger Moller,1969,8,5,104,Draft,1610612741,Chicago,Bulls,CHI,Westmar,College/University,0
Bill DeHeer,1969,8,6,105,Draft,1610612745,San Diego,Rockets,SDR,Indiana,College/University,0
Steve Rippe,1969,8,7,106,Draft,1610612744,San Francisco,Warriors,SFW,California-Santa Barbara,College/University,0
Merton Bancroft,1969,8,8,107,Draft,1610612758,Cincinnati,Royals,CIN,Missouri State,College/University,0
Bob Whitmore,1969,8,9,108,Draft,1610612738,Boston,Celtics,BOS,Notre Dame,College/University,0
Bob Christian,1969,8,10,109,Draft,1610612737,Atlanta,Hawks,ATL,Grambling,College/University,1
Jim Healey,1969,8,11,110,Draft,1610612752,New York,Knicks,NYK,Rockhurst,College/University,0
Joe Smith,1969,8,12,111,Draft,1610612747,Los Angeles,Lakers,LAL,Oklahoma State,College/University,0
Jim Bowles,1969,8,13,112,Draft,1610612755,Philadelphia,76ers,PHL,Trinity (TX),College/University,0
Barry White,1969,8,14,113,Draft,1610612764,Baltimore,Bullets,BLT,Hofstra,College/University,0
Steve Jennings,1969,9,1,114,Draft,1610612756,Phoenix,Suns,PHX,Southern California,College/University,0
Jim Satalin,1969,9,2,115,Draft,1610612749,Milwaukee,Bucks,MIL,St. Bonaventure,College/University,0
Vince Fritz,1969,9,3,116,Draft,1610612760,Seattle,SuperSonics,SEA,Oregon State,College/University,0
George Reynolds,1969,9,4,117,Draft,1610612765,Detroit,Pistons,DET,Houston,College/University,1
Sterling Burke,1969,9,5,118,Draft,1610612741,Chicago,Bulls,CHI,Northwestern,College/University,0
Larry Cheatham,1969,9,6,119,Draft,1610612745,San Diego,Rockets,SDR,Tulsa,College/University,0
Greg Reed,1969,9,7,120,Draft,1610612744,San Francisco,Warriors,SFW,Sacramento State,College/University,0
James Hurley,1969,9,8,121,Draft,1610612758,Cincinnati,Royals,CIN,Transylvania,College/University,0
Gordon Smith,1969,9,9,122,Draft,1610612738,Boston,Celtics,BOS,Cincinnati,College/University,0
Pete Gayeska,1969,9,10,123,Draft,1610612737,Atlanta,Hawks,ATL,Massachusetts,College/University,0
Roger Walaszak,1969,9,11,124,Draft,1610612752,New York,Knicks,NYK,Columbia,College/University,0
Jim Smith,1969,9,12,125,Draft,1610612747,Los Angeles,Lakers,LAL,Northern Illinois,College/University,0
Larry Lewis,1969,9,13,126,Draft,1610612755,Philadelphia,76ers,PHL,Saint Francis (PA),College/University,0
Gary Major,1969,9,14,127,Draft,1610612764,Baltimore,Bullets,BLT,Duquesne,College/University,0
Rich Abrahamson,1969,10,1,128,Draft,1610612756,Phoenix,Suns,PHX,Oregon,College/University,0
Willie Brown,1969,10,2,129,Draft,1610612749,Milwaukee,Bucks,MIL,Middle Tennessee State,College/University,0
Al Cueto,1969,10,3,130,Draft,1610612760,Seattle,SuperSonics,SEA,Tulsa,College/University,0
Bill English,1969,10,4,131,Draft,1610612765,Detroit,Pistons,DET,Winston-Salem State,College/University,0
Al Smith,1969,10,5,132,Draft,1610612741,Chicago,Bulls,CHI,Bradley,College/University,0
Lee Sims,1969,10,6,133,Draft,1610612745,San Diego,Rockets,SDR,Ashland,College/University,0
